	TF	target	importance	regulation	rho
1492720	RBFOX2	CNTN1	0.9564193073358228	1	0.807141469997213
1492723	RBFOX2	TARBP1	1.8393266706401097	1	0.8216790360083082
1492763	RBFOX2	CSRNP3	2.7928914996634755	1	0.8215643429168191
1492765	RBFOX2	AAK1	2.792931906570503	1	0.8092350572574867
1493036	RBFOX2	NRG3	2.426207065936843	1	0.8892438611209312
1493187	RBFOX2	NBEA	2.859547408508835	1	0.8532965304175282
1493294	RBFOX2	SLC25A12	2.872918310705763	1	0.8397211624913238
1493503	RBFOX2	LSAMP	0.6341339541405093	1	0.8005736813081336
1493565	RBFOX2	SBF2	0.1217418799670471	1	0.817676041833384
1493571	RBFOX2	GRIN2B	2.761789215103684	1	0.8102405220007276
1493614	RBFOX2	TSPAN7	1.7161229451556448	1	0.8043157828445496
1493823	RBFOX2	RABGAP1	0.2583942871138577	1	0.8017444838639713
1493824	RBFOX2	NCOA1	0.1172678806118238	1	0.8125465107940744
1493867	RBFOX2	ICA1L	0.976233939869944	1	0.8124518305949108
1493925	RBFOX2	RASAL2	2.8392779130343166	1	0.815415613695483
1494015	RBFOX2	NAV2	2.0471973570096345	1	0.8300696400270617
1494030	RBFOX2	SMARCA2	1.5470383691997134	1	0.8207211153430288
1494065	RBFOX2	ADK	0.9079012899256226	1	0.8093964146453709
1494084	RBFOX2	TRIM9	0.9075687651492736	1	0.8638001344593277
1494262	RBFOX2	SNHG14	2.771942679978884	1	0.8613350728060994
1494346	RBFOX2	BRAF	0.2501566045613201	1	0.8137332067572316
1494618	RBFOX2	MAPK10	0.728129123956668	1	0.8564203221675353
1494619	RBFOX2	TMEM178B	2.660356722906988	1	0.8430330966220816
1494794	RBFOX2	MAP2	2.4726278753696063	1	0.8514493132004649
1494917	RBFOX2	USP9Y	1.912633452105846	1	0.8130172979176116
1494963	RBFOX2	NTRK3	2.368624937890053	1	0.8355110908766988
1495002	RBFOX2	FBXL17	2.653535382401145	1	0.8508749676470753
1495032	RBFOX2	GPHN	1.9517179843218215	1	0.8665957601582318
1495073	RBFOX2	CELF2	1.1057448173767712	1	0.8054057945386927
1495137	RBFOX2	SCN8A	2.670027812775888	1	0.8090830426953886
1495149	RBFOX2	EHBP1	1.963925766846715	1	0.8248320915299621
1495177	RBFOX2	CDK14	1.650551179424919	1	0.8009809016709754
1495348	RBFOX2	STRBP	2.46325092895672	1	0.8060886331703861
1495357	RBFOX2	BMERB1	3.0175233291229926	1	0.8031218189152642
1495376	RBFOX2	KIFAP3	3.019784774230424	1	0.8110266752321772
1495409	RBFOX2	SIPA1L1	1.4304046343215078	1	0.8218254424863535
1495467	RBFOX2	VPS13B	0.1698234837828938	1	0.8123014219690224
1495475	RBFOX2	ACACA	1.425430016302727	1	0.8040063735359958
1495531	RBFOX2	MLLT10	0.5255786835015662	1	0.8090613489200438
1495547	RBFOX2	MACROD2	3.169392703968249	1	0.8052870278802888
1495603	RBFOX2	ADCY2	0.7242795891720697	1	0.8041688884641502
1495705	RBFOX2	MNAT1	1.4271340469448537	1	0.8146122916231594
1495716	RBFOX2	VWA8	0.428676974265697	1	0.8003473746712485
1495786	RBFOX2	TSC22D1	3.0322605402994465	1	0.8199388987208174
1495979	RBFOX2	ARNT2	1.9366928137513848	1	0.8184677985472815
1496080	RBFOX2	FOCAD	3.1294158915906536	1	0.8027269861733727
1496259	RBFOX2	CAMK1D	1.1706564842591478	1	0.8163850761404812
1496325	RBFOX2	NCKAP1	0.1745248582233921	1	0.8111675250412286
1496491	RBFOX2	GRM5	1.1643696046659622	1	0.8031213943009535
1496515	RBFOX2	COP1	1.4045221050242926	1	0.8108791167503562
1496607	RBFOX2	KANSL1	0.7444260551544163	1	0.8020247724427966
1496674	RBFOX2	HECTD4	2.4755311885640547	1	0.8272125104150984
1496753	RBFOX2	STXBP5	0.0686128254642167	1	0.8254048013483335
1496839	RBFOX2	ERC1	3.145724545715798	1	0.8419011107414552
1497191	RBFOX2	PTPRG	2.6430640926325952	1	0.8261361654461249
1497305	RBFOX2	GRIA2	0.2665572871356421	1	0.8382467135778583
1497307	RBFOX2	CTNND2	0.0540912110522279	1	0.8200716028504899
1497309	RBFOX2	PTPN4	1.7970940000089888	1	0.8077494628449017
1497338	RBFOX2	ADGRL3	0.0636969813811555	1	0.8106034461498064
1497535	RBFOX2	ABI2	1.6325077481757913	1	0.8150857208502893
1497750	RBFOX2	KCNMA1	2.681852954872454	1	0.8771663655414739
1497764	RBFOX2	PRKCE	2.702640060566777	1	0.807931105579646
1497791	RBFOX2	FMN2	0.70090947069731	1	0.8184742395123477
1497819	RBFOX2	WDR17	0.8230836610773945	1	0.808240653238776
1497898	RBFOX2	LRRC7	1.6250454234109035	1	0.8168858006971037
1498146	RBFOX2	MYCBP2	2.9773862867154293	1	0.8538949049341432
1498246	RBFOX2	ZDHHC21	0.0862112723118157	1	0.8019015416563043
1498313	RBFOX2	ANKS1B	2.9646432525947777	1	0.8543829479276313
1498418	RBFOX2	BICD1	1.0940159805469751	1	0.8010873771789495
1498559	RBFOX2	FTX	1.790045872148906	1	0.8853359096578223
1498573	RBFOX2	MIAT	1.7891080727718964	1	0.8055005296397384
1498613	RBFOX2	SCN2A	3.0037256791023434	1	0.8057326294999709
1498628	RBFOX2	TCF4	0.6822647897302796	1	0.8325737778831107
1499019	RBFOX2	ASTN1	1.6129002592725028	1	0.8270763255451453
1499056	RBFOX2	OSBPL6	2.533471260716035	1	0.8260151910030855
1499164	RBFOX2	ANKRD36	1.9918853017649203	1	0.8021294282797964
1499208	RBFOX2	MAST4	0.7048105197901762	1	0.8257632738532303
1513481	RFX2	GPM6A	0.3105955160918516	1	0.8026250740184047
1516384	RFX3	CADM1	0.4445909244968534	1	0.8221726004804325
1516557	RFX3	MED12L	1.4379088063259753	1	0.8323377997919243
1516729	RFX3	ARID1B	0.4653669494464573	1	0.8309447033190126
1516791	RFX3	PLXNA2	1.4248407392001088	1	0.8146449765138527
1516996	RFX3	SBF2	0.4146704469814734	1	0.8104451576328385
1517049	RFX3	CPEB4	1.3716084767309449	1	0.8239321179318629
1517106	RFX3	MACF1	0.2823875213196958	1	0.8577852522627367
1517152	RFX3	ACAP2	1.4062910680443474	1	0.8292446497842211
1517177	RFX3	NFIB	2.4974284322953486	1	0.8103349266104964
1517197	RFX3	CTNND2	1.5528210748612756	1	0.8926777562672693
1517221	RFX3	SPTBN1	1.4849730834118513	1	0.8291265142147484
1517246	RFX3	CACNB2	1.730615248958695	1	0.8355050324291335
1517762	RFX3	FAF1	0.4296303153404897	1	0.8051729191233316
1517888	RFX3	CAMTA1	0.283615387707123	1	0.8150732554418805
1518034	RFX3	RBM26	1.4798108290300973	1	0.842298755805209
1518036	RFX3	DENND1A	1.4715185929219472	1	0.8285262161215834
1518071	RFX3	CHD9	0.1907573460406781	1	0.8399663173296816
1518195	RFX3	BTBD9	1.59133788254566	1	0.8179044800267612
1518219	RFX3	NPAS3	0.2778542292059156	1	0.8113439974331563
1518243	RFX3	VGLL4	1.5716008891292668	1	0.8061785039188705
1518407	RFX3	SORBS1	0.4480790690128755	1	0.8195470073668831
1518433	RFX3	TNRC6A	0.0844269124881331	1	0.844821691442324
1518520	RFX3	APC	0.262014941728812	1	0.840566302882246
1518675	RFX3	ZMYM2	0.5790265364745658	1	0.8164251042125933
1518683	RFX3	NCOA1	0.310881860484965	1	0.8155675734574747
1518717	RFX3	DDX17	0.2270527740743558	1	0.840653937514387
1518724	RFX3	ASB3	0.2270885876220418	1	0.8410835513147962
1518733	RFX3	NRXN1	0.9863527454253392	1	0.8498608217096713
1518770	RFX3	CELF2	0.5905138618445563	1	0.8046543583382606
1518855	RFX3	DLG2	0.5911135965911325	1	0.8095429395116412
1518893	RFX3	ATXN2	0.5864452776431786	1	0.8266278575054926
1518894	RFX3	MAPK10	0.975088162212394	1	0.8573418963949578
1519048	RFX3	KMT2C	0.5686766286653698	1	0.8327594388457524
1519131	RFX3	UBR5	1.0156609486126642	1	0.8421225869742167
1519150	RFX3	JMJD1C	0.5666511406018139	1	0.8131080734218389
1519173	RFX3	EXOC4	0.5655448936764613	1	0.8033047956676039
1519223	RFX3	NTRK2	0.3088498562407026	1	0.830340154674269
1519433	RFX3	NRCAM	1.002734178343149	1	0.8395906047083871
1519459	RFX3	KIAA1109	0.3697208052472236	1	0.8008530613198834
1519501	RFX3	PCM1	0.5734631094555851	1	0.8384061743755915
1519602	RFX3	UBR3	0.6132574704816406	1	0.8210932292190672
1519645	RFX3	PRKCA	0.9385862868472518	1	0.8339753057663788
1519668	RFX3	PDE4DIP	0.9373625453600152	1	0.8014918099241687
1519730	RFX3	RUFY3	0.609713089403589	1	0.8233711853227166
1520002	RFX3	GSK3B	0.61525000669723	1	0.8089282678247893
1520079	RFX3	CTNNA2	0.2293696537610834	1	0.8072470611062678
1520116	RFX3	ATRX	0.5985282062362417	1	0.8016597034166414
1520144	RFX3	ABLIM1	0.5975394070744685	1	0.8449817819626957
1520220	RFX3	GNAQ	0.3640919007142051	1	0.8564258555638282
1520373	RFX3	SMARCA2	0.9408261208237086	1	0.8284834097695407
1520700	RFX3	ZDHHC21	1.1028256217757606	1	0.8218476801205848
1520754	RFX3	ASH1L	0.5327116807079183	1	0.8084527532374763
1520772	RFX3	DTNA	0.2680003806444909	1	0.8388155976998878
1520815	RFX3	BIRC6	0.5400602293002367	1	0.8229912763376199
1520991	RFX3	NF1	0.2207188000550862	1	0.8076561953793772
1521191	RFX3	GPATCH8	0.3871351245802511	1	0.8111583050276228
1521269	RFX3	TNRC6B	1.127338297209271	1	0.8522920482453454
1521319	RFX3	KANSL1	1.1088048914432236	1	0.8423823028715306
1521411	RFX3	WDR17	1.1072794282536804	1	0.8007356554772435
1521422	RFX3	ANK2	1.1064324182581389	1	0.8465285505282998
1521424	RFX3	ARNT2	2.6698026283595926	1	0.8194028641628774
1521607	RFX3	MAP4K3	0.5570433860632437	1	0.8181880827346275
1521706	RFX3	USP34	0.5549241241251958	1	0.8235593399902872
1522067	RFX3	LINC00461	0.3080354548220221	1	0.8027298264290041
1522146	RFX3	NEBL	1.0587237872554531	1	0.865276246112733
1522168	RFX3	ANKRD17	0.5466838458516883	1	0.8286749269151623
1522226	RFX3	REPS1	0.3051712987439177	1	0.8163544996752252
1522246	RFX3	FYN	0.1658223874920155	1	0.8110036449813937
1522347	RFX3	KIF1B	1.0468243305060272	1	0.8602760834212013
1522514	RFX3	SENP6	1.0560314786811982	1	0.8077345388625623
1522582	RFX3	MED13L	0.9182066213408596	1	0.8214404480306775
1522731	RFX3	PBX1	0.8189014064953922	1	0.8130191146937972
1522790	RFX3	SETD2	0.7083353400033302	1	0.8055034207335748
1523002	RFX3	FAM171A1	0.7142500067005979	1	0.8060268178580964
1523097	RFX3	CLASP1	0.8206342759201568	1	0.8389634768578895
1523169	RFX3	PDE4D	0.69314863506974	1	0.8172347396264252
1523218	RFX3	MAST4	0.830280744740974	1	0.8243102031135086
1523389	RFX3	ADGRB3	0.6996507854763948	1	0.824345963595789
1523434	RFX3	SGIP1	0.8211597884796554	1	0.8207833038133853
1523460	RFX3	ATP9B	0.8223835653620507	1	0.8039224391694869
1523611	RFX3	FTX	0.2487574819157254	1	0.8309561340969742
1523617	RFX3	GRIA2	0.7812706647469154	1	0.8513655473025655
1523626	RFX3	TRIM9	0.3303687539871419	1	0.8220214015738097
1523919	RFX3	CNTN1	0.7662053698877243	1	0.8027172863061509
1524202	RFX3	POU2F1	0.7353043394645926	1	0.822663458740962
1524427	RFX3	MLLT10	3.1468687851629324	1	0.8469795778905251
1524461	RFX3	NTRK3	0.7871172573211316	1	0.8166797591228746
1524585	RFX3	NRG3	0.7400356999156364	1	0.8239096211297919
1524610	RFX3	SPECC1	0.7929502015972814	1	0.8052423173288843
1524618	RFX3	PPFIA2	0.7925574345121281	1	0.8027530635861019
1524693	RFX3	FMN2	0.2351366209545688	1	0.8373419105480299
1524705	RFX3	TUT4	0.8862641537735774	1	0.8099219730615909
1524737	RFX3	PCNX1	0.6415846260034708	1	0.8061973444125752
1524840	RFX3	MEIS2	1.8618643776693644	1	0.8089594645451605
1524865	RFX3	NR3C2	0.3536719140742945	1	0.8094095869035903
1525091	RFX3	GABRB1	0.8806655117254241	1	0.8350031712688887
1525172	RFX3	NTM	0.23318035479594	1	0.8220408498057012
1525203	RFX3	ADCY2	0.9121705025887228	1	0.8181033295538684
1525292	RFX3	TRAK1	0.2327258534511486	1	0.8068918864361556
1525353	RFX3	PRKN	0.3166593598062249	1	0.8151229100667966
1525366	RFX3	ATG7	0.6232492086144997	1	0.8026002012611249
1525429	RFX3	DANT2	0.8997775772947313	1	0.8216482775311624
1525458	RFX3	ZFAND3	0.6319306901517241	1	0.8407798137308156
1525460	RFX3	BPTF	0.3550440954654205	1	0.8035580707828205
1525493	RFX3	ATXN10	0.634904024608066	1	0.8009283308796639
1525526	RFX3	RNPC3	0.3545447840477748	1	0.8061962177900781
1525546	RFX3	TNRC6C	0.6285434689221414	1	0.8023477087795841
1525584	RFX3	TMEM161B-AS1	0.9067625424063552	1	0.8333787954858879
1525615	RFX3	LMO3	0.9027517752283531	1	0.8346423832829192
1525666	RFX3	TSPAN7	0.253918117671576	1	0.8063741241172222
1525682	RFX3	GPHN	0.8492973777134897	1	0.8431482569228345
1525721	RFX3	MARCH6	0.6732454381222085	1	0.8162468714651511
1525778	RFX3	GTF2I	0.8480790740587716	1	0.8109187809601338
1525815	RFX3	PTPN4	0.8547349858290747	1	0.8026409621310363
1525851	RFX3	WDFY3	0.2540539443162669	1	0.802876720159602
1525878	RFX3	PPP6R3	0.670795765050221	1	0.8008972613061365
1525935	RFX3	NCKAP1	0.3447319224701384	1	0.8237383162464764
1525978	RFX3	AKT3	0.6834008807725417	1	0.8413562584381584
1525985	RFX3	SYNE1	0.8382203409507077	1	0.8322975828137311
1526124	RFX3	SETD5	0.8422768028089722	1	0.8077618246313449
1526155	RFX3	SON	0.3231943852960443	1	0.8086167302002228
1526168	RFX3	ARHGAP32	0.8561515790861809	1	0.8284326676609334
1526261	RFX3	TTC3	0.6595879119935636	1	0.8123059720863056
1526621	RFX3	AHCYL2	0.8612483571136312	1	0.8288088937542819
1526701	RFX3	LSAMP	0.2727051575042492	1	0.8208305147374196
1526730	RFX3	MALAT1	1.2902031670190874	1	0.8796702467431227
1526732	RFX3	TRIO	0.5139079221662817	1	0.8002374962909535
1526814	RFX3	LUC7L2	1.3346824270862554	1	0.8130310950523482
1526818	RFX3	BRAF	1.315471149974074	1	0.8248798333468588
1526820	RFX3	COP1	1.2636192009218488	1	0.8385396433203747
1526844	RFX3	ASPH	0.1832120177488009	1	0.8050787977212639
1526850	RFX3	ABI2	1.2164724389793031	1	0.838078197883272
1526866	RFX3	MAP3K5	1.166594472089365	1	0.845173602482188
1526873	RFX3	SRSF11	1.165446582603968	1	0.8013783766170978
1526907	RFX3	NAV3	1.2876790846331685	1	0.8151914356820381
1526979	RFX3	ARHGEF12	1.2133604905230686	1	0.8413173627029997
1527059	RFX3	PNISR	0.3962892048593738	1	0.8312682407519254
1527172	RFX3	MKLN1	0.4857884036513752	1	0.8469095478786844
1527197	RFX3	MARK3	1.2223897245682398	1	0.8329744348702935
1527298	RFX3	NCOR1	1.1499753460750357	1	0.82011301444359
1527371	RFX3	MIR99AHG	0.2137954199728999	1	0.8450452027414201
1527377	RFX3	FTO	0.4947518156111392	1	0.8025177925525208
1527380	RFX3	DYRK1A	1.1678591438365462	1	0.8157233425553199
1527389	RFX3	MYO9A	1.2190249547094352	1	0.8263177700505028
1527441	RFX3	ADGRL3	1.325025633786083	1	0.8628359957300232
1527447	RFX3	PHACTR3	0.4992599312450023	1	0.8053027232891163
1527480	RFX3	NFAT5	1.3244224715744668	1	0.8494700854620756
1527512	RFX3	GPM6A	0.1823657612288496	1	0.8253321139558195
1527549	RFX3	C20orf194	1.196855579456909	1	0.83020692124315
1527622	RFX3	STXBP5	1.3212868408390044	1	0.848846876498829
1527680	RFX3	PPP1R12A	1.1993213290297249	1	0.8294110788261887
1527759	RFX3	PIAS1	1.1980918217187764	1	0.8179181645047393
1528031	RFX3	NCAM1	0.4983051596184286	1	0.8012947754256757
1528157	RFX3	EIF4G3	0.0478920609628498	1	0.8080029581144985
1528190	RFX3	VPS13B	1.301514770620314	1	0.8227936480614533
1528235	RFX3	CTDSPL	1.3091322386082955	1	0.8177968447792443
1528486	RFX3	BRWD1	1.2310785138291358	1	0.8022078142226622
1528499	RFX3	MBD5	1.2303090084498711	1	0.8462884118228685
1528615	RFX3	N4BP2L2	0.4900464872515146	1	0.8308241923822514
1528704	RFX3	SPIRE1	1.1430868943590249	1	0.811468604288028
1528782	RFX3	FUT9	0.2156180892025258	1	0.8096711914561266
1528788	RFX3	PSD3	0.273523531859602	1	0.8081222603976359
1528859	RFX3	LUC7L3	0.4886413168318003	1	0.8134941040895136
1529037	RFX3	NSD3	0.4932525572813705	1	0.8013277615886719
1529093	RFX3	LRBA	1.2574892318617126	1	0.8157820127662432
1557869	RORA	ZHX3	2.37676796518429	1	0.833632026198358
1557886	RORA	NAV2	2.3720673164628217	1	0.8064935594665479
1557951	RORA	NHSL1	2.3735264630058253	1	0.8116195281035037
1560186	RORA	MALAT1	0.7343924018969595	1	0.8221851341977011
1560367	RORA	ACOT11	2.468712872793171	1	0.8041890105939307
1560395	RORA	TMEM161B-AS1	1.9270838805196284	1	0.8018312704690533
1560581	RORA	GABRB1	1.939977681136324	1	0.8384646420839621
1561446	RORA	PARD3	2.058997959074877	1	0.8412351219204215
1561467	RORA	NRG3	2.05229031057604	1	0.8249049901135603
1561894	RORA	CABLES1	2.1787220054782974	1	0.8127555824052533
1562103	RORA	SMARCA2	2.1525375955489623	1	0.8124047058484757
1562274	RORA	ASB3	2.130951579142063	1	0.8667634412684352
1562583	RORA	NFIB	0.5864318871120343	1	0.8066086388072594
1562839	RORA	LINC00461	2.1560153025086537	1	0.8304387555428435
1563002	RORA	ADGRV1	2.1053935372146118	1	0.8207886533087371
1563292	RORA	TSPAN7	2.307923639725006	1	0.8294496632566833
1563464	RORA	CACNB2	2.284196945569923	1	0.8362113703390329
1563611	RORA	SOX5	2.290647773065937	1	0.8648277176902268
1563825	RORA	CHPT1	2.347649670238778	1	0.8293551775918898
1563944	RORA	GNAQ	0.4736216170965902	1	0.8021710365900642
1564402	RORA	MKLN1	0.6347079292302344	1	0.8091542007864857
1565072	RORA	MSI2	2.2794469243663555	1	0.846678262389039
1565222	RORA	FAM171B	2.0329747890533607	1	0.8075660340255477
1565338	RORA	CTNNA2	2.2626529088187906	1	0.8724305347295237
1565641	RORA	OSBPL6	3.2497203206754435	1	0.8122599004061841
1565731	RORA	MAPK10	3.175671155742963	1	0.8650196735900071
1565747	RORA	SLC1A3	1.1609781498136065	1	0.8157951853868262
1565845	RORA	DTNA	3.202196606960102	1	0.8731309453199554
1565947	RORA	NFAT5	1.165394446304074	1	0.8382087312321668
1566185	RORA	ATP13A4	1.2776327547811652	1	0.8063696507727585
1566222	RORA	LSAMP	3.430704602053172	1	0.8925501866390674
1566568	RORA	ATP1A2	1.2343964322567236	1	0.8122839527581248
1566772	RORA	TRAK1	3.03123150411019	1	0.8379207610789088
1567189	RORA	STXBP5	1.065520910935845	1	0.8117913215988827
1567452	RORA	AC092691.1	3.128538260987007	1	0.8530981519920673
1567511	RORA	ARHGEF12	1.1285258345847176	1	0.8389851618925639
1567581	RORA	MROH7	1.111918924077064	1	0.8030434686758398
1567598	RORA	CADM1	1.1031333608697516	1	0.8294476516983291
1567855	RORA	LINC00299	1.53743428124307	1	0.8285222045987649
1567940	RORA	MIR99AHG	1.5250291183335705	1	0.8609933206162438
1568156	RORA	FARP1	4.075506533064695	1	0.823096639638098
1568194	RORA	CAMTA1	1.4808744331825137	1	0.8043314563633006
1568196	RORA	MACF1	4.070752706838192	1	0.8914111017863782
1568228	RORA	ITSN1	4.022323817120972	1	0.8240140946155954
1568371	RORA	SYNE1	1.7229915386435726	1	0.8347295753671813
1568468	RORA	MAP3K5	1.6693204390577574	1	0.8316295673710734
1568529	RORA	GPC5	1.6419075633551397	1	0.8348496320819027
1568557	RORA	DOCK7	1.6483517868222466	1	0.8422152042356454
1568622	RORA	C1orf61	1.698547281132939	1	0.8143037329472448
1568650	RORA	TNRC6A	1.6839766723585918	1	0.843009489582133
1568680	RORA	RYR3	1.6710638393017354	1	0.8026226754140416
1568744	RORA	LMO3	1.7104416844712371	1	0.8062627312286303
1568781	RORA	SFXN5	4.810063748197067	1	0.862072976408307
1568946	RORA	GPHN	1.6314568548007315	1	0.8097003580741211
1568983	RORA	FUT9	1.6065235322709042	1	0.8188686322121812
1569296	RORA	FMN2	3.609031670672882	1	0.8734377197867955
1569366	RORA	SORBS1	3.473058739727916	1	0.8476346367716231
1569400	RORA	DDAH1	3.481866099673889	1	0.8248235596380588
1569406	RORA	SLC4A4	3.4822122001565847	1	0.8364947416932563
1569476	RORA	ADCY2	3.4572312507580465	1	0.8412775642319017
1569489	RORA	CAMK2G	3.5370800873821384	1	0.8532050745631654
1569499	RORA	PARD3B	1.3146491272043088	1	0.8085515084199695
1569502	RORA	NRCAM	1.313835240875021	1	0.838134892910821
1569696	RORA	AHCYL2	1.425684424363471	1	0.8511614185558156
1569874	RORA	PITPNC1	1.437995215695259	1	0.853344756502971
1569876	RORA	ANKDD1A	3.903468049262423	1	0.8186064020307984
1569882	RORA	PRKCA	1.438459179576241	1	0.8252581918917268
1569916	RORA	SLC1A2	1.4434796230632487	1	0.8207665422525044
1569989	RORA	ABLIM1	3.727714046314004	1	0.8589133426787232
1570007	RORA	TNIK	1.3777014945353856	1	0.8235641517826328
1570018	RORA	MAST4	3.659166780496799	1	0.8540586917038141
1570044	RORA	AL589740.1	1.362056527519777	1	0.819166949994609
1570060	RORA	SPARCL1	3.678389087246038	1	0.8335879734679703
1570069	RORA	CTNND2	1.3697723537886417	1	0.8678297555623836
1570118	RORA	SON	1.394924461574356	1	0.8223800633149813
1570220	RORA	ADGRB3	1.393968872695163	1	0.8145246124914796
1570223	RORA	MEF2C-AS1	3.75343382909255	1	0.8194559578531018
1570241	RORA	HIF3A	1.3924905090692057	1	0.8046675329056331
1570791	RORA	NPAS3	0.8909121966052415	1	0.8087785808792881
1570870	RORA	REPS1	2.741218148850689	1	0.8314504303343824
1570942	RORA	CARMIL1	2.734924748760308	1	0.8418737561512577
1571058	RORA	NTRK2	2.755988334878489	1	0.8486901787350609
1571442	RORA	FAM184A	2.575095584431383	1	0.8217398775856405
1571776	RORA	NTM	2.558763129439149	1	0.8761455726084775
1571838	RORA	ACSL6	2.5527900051661008	1	0.8518178166961702
1572246	RORA	NKAIN3	0.8763139268973215	1	0.8237309115476595
1572571	RORA	AL137139.2	2.602979016452736	1	0.8007994104923851
1572604	RORA	ASPH	2.605400565100031	1	0.861303129087037
1572755	RORA	TRPS1	2.86282714662895	1	0.8318563730177205
1572779	RORA	PREX2	1.813007548003437	1	0.8213649160243847
1573046	RORA	GPM6A	2.837389217651382	1	0.8856725251894837
1573098	RORA	APC	1.820496604461572	1	0.8606364383667923
1573141	RORA	CHD9	0.990689772940437	1	0.8468999222172164
1573548	RORA	NEBL	2.8992220416448578	1	0.8798291734298562
1573860	RORA	NRXN1	1.832206676223988	1	0.865780868039121
1574084	RORA	CRB1	0.9785002374695712	1	0.8006916121103663
1574101	RORA	PNISR	0.9781723187576754	1	0.825876939675883
1610273	SATB2	CELF2	3.9381740324941656	1	0.8145270478499859
1610569	SATB2	KCNIP4	4.224503636591049	1	0.8019841420654029
1610695	SATB2	R3HDM1	4.314522213084736	1	0.8418529424206367
1610793	SATB2	SNAP25	4.070373252244216	1	0.8043462328635858
1610887	SATB2	PPP3CA	4.048814602051594	1	0.8116603782774495
1611923	SATB2	ADAM23	3.6324391441837673	1	0.8008073760103088
1612146	SATB2	NELL2	5.175249841420689	1	0.8307233689116115
1612419	SATB2	MRTFB	4.71820487249502	1	0.8175504910059298
1612638	SATB2	KIAA1211L	6.538463161603685	1	0.8488119417412335
1612704	SATB2	BASP1-AS1	5.307227254958318	1	0.8035405579754339
1612717	SATB2	MLIP	5.338611112731064	1	0.8088800030158652
1613183	SATB2	KALRN	4.506607649244213	1	0.8515157992218878
1613241	SATB2	STXBP5L	4.643509288548972	1	0.8010225931603701
1613261	SATB2	CNKSR2	4.663367728383414	1	0.8255649899304821
1613263	SATB2	ATP2B1	4.635179827497738	1	0.8108112772453153
1624444	SF1	DDX17	1.2149824388342647	1	0.8033455654362625
1630061	SF1	MALAT1	1.899873860029753	1	0.809831996304461
1630295	SHOX	FLVCR2	5.103193068193932	1	0.8294703024771023
1630299	SHOX	COL4A1	5.378689260348481	1	0.9510937228560792
1630319	SHOX	ALX4	4.151066712608493	1	0.9393906875185214
1630320	SHOX	ASPN	5.270376085535707	1	0.8057002838249603
1630327	SHOX	COL6A3	5.257158231320381	1	0.9489096721055712
1630340	SHOX	SERPINE1	4.104940583712721	1	0.8784400030597483
1630366	SHOX	AC037198.1	5.320182541181969	1	0.8763900563277858
1630532	SHOX	LOXL2	4.625113478501764	1	0.8129469339692347
1630583	SHOX	ANXA2	4.343537729063291	1	0.9148531941296548
1630844	SHOX	COL6A2	6.735832592307484	1	0.9268165003634202
1630845	SHOX	AC017002.1	6.6608881978136685	1	0.9847653875321716
1630906	SHOX	GPC3	5.510381438332839	1	0.9413968995278305
1630966	SHOX	THBS1	5.528847382740224	1	0.9523479159698992
1674069	SMARCC1	MALAT1	0.1727903903671337	1	0.8081769537911087
1727670	SOX5	NTRK2	2.08065342467302	1	0.8523350404629887
1727779	SOX5	MIR99AHG	0.2152947160691073	1	0.8111807327419177
1727787	SOX5	ADCY2	1.8008885255425044	1	0.8310057657763716
1727849	SOX5	NTM	1.3664410162769025	1	0.8740693684714798
1728133	SOX5	AL589740.1	1.816512202954392	1	0.8174013844429142
1728801	SOX5	ZHX3	1.3220108365019814	1	0.82469205483559
1728998	SOX5	NKAIN3	1.8674842913920928	1	0.8307711779002668
1729072	SOX5	AHCYL2	0.7835044854016643	1	0.8356243413911245
1729088	SOX5	TRPS1	2.032398485938717	1	0.8127235888499668
1729365	SOX5	GPM6A	1.295644647442342	1	0.882299855215901
1729367	SOX5	MEF2C-AS1	1.830784067409686	1	0.8314264721029864
1729551	SOX5	LINC00461	0.8839526490626769	1	0.8017584050090428
1729563	SOX5	NRCAM	0.4245479874592593	1	0.8261756804882306
1729576	SOX5	SLC4A4	2.0092223677339693	1	0.8370710668008143
1729803	SOX5	ASPH	2.0067345087848487	1	0.8437329913508794
1729823	SOX5	PITPNC1	1.3050264983474045	1	0.8391278358223361
1729849	SOX5	LRP1B	1.8487448598942364	1	0.8052665114516475
1729934	SOX5	MTSS2	1.667770940264072	1	0.8037804205599853
1730357	SOX5	ACSL6	2.4236639641335884	1	0.8519909093299375
1730443	SOX5	SPARCL1	2.511655767206826	1	0.8551170138360007
1730488	SOX5	DOCK7	1.4867996471698848	1	0.8399788116250854
1730773	SOX5	GABRB1	0.7566897231611032	1	0.8230709727198587
1730790	SOX5	MAST4	2.188152943391858	1	0.829896593307614
1731077	SOX5	LSAMP	2.312522636657486	1	0.9160077510714782
1731177	SOX5	MSI2	1.57326330852792	1	0.8488312161601866
1731359	SOX5	NEBL	1.6114600557513303	1	0.8631563678163322
1731618	SOX5	REPS1	1.533351231176101	1	0.8142848353762957
1731867	SOX5	CAMK2G	1.6293395036727067	1	0.817709160627288
1731918	SOX5	FAM171B	1.6416246220862674	1	0.8212392382465459
1731962	SOX5	PARD3	1.5572636741157055	1	0.8202913907089037
1732044	SOX5	RORA	2.9179928432122733	1	0.8648277176902268
1732193	SOX5	TSPAN7	0.4572237468007567	1	0.8110865628335299
